OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"3260","10623","3420325",Russellville Brook,Stream_River,TRUE,42.42913470000,-72.55726330000,,"1980",Unknown,Unknown,--AE|--WS|,0001|0008|,TRUE,-EBT|--RT|,0182|0005|,NA,NA,42.44489706700,-72.56394782200,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420325- Russellville Brook,NA,"-1"
"3261","10625","3420400",Mohawk Brook,Stream_River,TRUE,42.44475170000,-72.56424970000,,"1980",Unknown,Unknown,--AE|---B|--WS|,0001|0003|0040|,TRUE,-EBT|--RT|,0007|0002|,NA,NA,42.51539972800,-72.51800643400,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420400- Mohawk Br,NA,"-1"
"3262","10626","3420550",Sawmill River,Stream_River,TRUE,42.50325890000,-72.45174710000,,"1980",Unknown,Unknown,-BND|---F|-LND|--WS|,0006|0025|0001|0032|,TRUE,-EBT|--BT|,0003|0008|,NA,NA,42.51539972800,-72.51800643400,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420550- Sawmill R,NA,"-1"
"3263","10627","3420550",Sawmill River,Stream_River,TRUE,42.51532550000,-72.51836550000,,"1982",Unknown,Unknown,-BND|-LND|--WS|,0080|0059|0003|,TRUE,-EBT|--BT|,0001|0017|,NA,NA,42.52295782300,-72.53123697500,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420550- Sawmill R,NA,"-1"
"3264","10628","3420550",Sawmill River,Stream_River,TRUE,42.51532550000,-72.51836550000,,"1983",Unknown,Unknown,-BND|-LND|--WS|,0130|0040|0009|,TRUE,-EBT|--BT|--RT|,0005|0018|0001|,NA,NA,42.54357984600,-72.52174893300,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420550- Sawmill R,NA,"-1"
"3265","10629","3420550",Sawmill River,Stream_River,TRUE,42.52290510000,-72.53161150000,,"1980",Unknown,Unknown,-BND|---F|-LND|--WS|,0029|0001|0009|0026|,TRUE,-EBT|--BT|--SC|,0002|0005|0005|,NA,NA,42.54339616000,-72.52182930000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420550- Sawmill R,NA,"-1"
"3266","10630","3420625",Goddard Brook,Stream_River,TRUE,42.54347990000,-72.52214410000,,"1979",Unknown,Unknown,None,NA,TRUE,-EBT|--RT|,0054|0001|,NA,NA,42.68839614600,-72.54537684800,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420625- Goddard Br,NA,"-1"
"3267","10631","3420625",Goddard Brook,Stream_River,TRUE,42.54347990000,-72.52214410000,,"1987",Unknown,Unknown,None,NA,TRUE,-EBT|--BT|,0066|0005|,NA,NA,42.68839614600,-72.54537684800,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420625- Goddard Br,NA,"-1"
"3268","10632","3420925",Fall River,Stream_River,TRUE,42.68841400000,-72.54570690000,,"1979",Unknown,Unknown,--AE|-BND|-LND|--WS|,0002|0031|0020|0018|,TRUE,-EBT|--SC|,0042|0146|,NA,NA,42.68843596000,-72.54538703000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"3269","10633","3420925",Fall River,Stream_River,TRUE,42.68841400000,-72.54570690000,,"1983",Unknown,Unknown,--AE|-BND|-LND|,0001|0044|0039|,TRUE,-EBT|--BT|--SC|,0034|0003|0331|,NA,NA,42.63217920000,-72.54912899700,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"3270","10635","3420925",Fall River,Stream_River,TRUE,42.63233160000,-72.54925340000,,"1979",Unknown,Unknown,--AE|-BND|-CRC|--CS|-LND|---P|--WS|,0003|0160|0003|0004|0040|0004|0064|,TRUE,-EBT|--BT|--SC|,0015|0013|0003|,NA,NA,42.72365608300,-72.60787311200,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"3271","10636","3420925",Fall River,Stream_River,TRUE,42.63233160000,-72.54925340000,,"1983",Unknown,Unknown,--AE|-BND|-CRC|-LND|--WS|,0001|0309|0011|0067|0038|,TRUE,-EBT|--BT|--SC|,0001|0022|0056|,NA,NA,42.72109908300,-72.59601184900,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"3272","10637","3421000",Shattuck Brook,Stream_River,TRUE,42.72359660000,-72.60799770000,,"1979",Unknown,Unknown,--BB|-BND|--GS|-LND|--WS|,0001|0036|0005|0018|0022|,TRUE,-EBT|--SC|,0018|0055|,NA,NA,42.63175909600,-72.44463477500,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421000- Shattuck Br,NA,"-1"
"3273","10638","3421000",Shattuck Brook,Stream_River,TRUE,42.72115270000,-72.59641390000,,"1979",Unknown,Unknown,-BND|-LND|--WS|,0009|0004|0005|,TRUE,-EBT|--SC|,0013|0044|,NA,NA,42.63175909600,-72.44463477500,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421000- Shattuck Br,NA,"-1"
"3274","10639","3421075",Fourmile Brook (2),Stream_River,TRUE,42.63128000000,-72.44482300000,,"1979",Unknown,Unknown,-BND|,0016|,TRUE,-EBT|,0090|,NA,NA,42.65902200400,-72.50376215300,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421075- Fourmile Br,NA,"-1"
"3275","10640","3421075",Fourmile Brook (2),Stream_River,TRUE,42.63128000000,-72.44482300000,,"1985",Unknown,Unknown,-BND|,0004|,TRUE,-EBT|,0184|,NA,NA,42.65902200400,-72.50376215300,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421075- Fourmile Br,NA,"-1"
"3276","10641","3421150",Dry Brook (3),Stream_River,TRUE,42.65909220000,-72.50400200000,,"1979",Unknown,Unknown,None,NA,TRUE,-EBT|--BT|--SC|,0196|0001|0175|,NA,NA,42.63614041000,-72.49447918700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421150- Dry Br,NA,"-1"
"3277","10642","3421150",Dry Brook (3),Stream_River,TRUE,42.65909220000,-72.50400200000,,"1986",Unknown,Unknown,None,NA,TRUE,-EBT|--SC|,0230|0147|,NA,NA,42.67550804200,-72.45798647700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421150- Dry Br,NA,"-1"
"3278","10643","3421150",Dry Brook (3),Stream_River,TRUE,42.63618020000,-72.49452180000,,"1979",Unknown,Unknown,--AE|-BND|-CRC|--CS|-LND|--WS|,0007|0071|0003|0014|0027|0009|,TRUE,-EBT|--BT|--SC|,0005|0002|0004|,NA,NA,42.70299987500,-72.39868295200,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421150- Dry Br,NA,"-1"
"3280","10645","3421450",Mill Brook,Stream_River,TRUE,42.70387500000,-72.39955000000,,"1979",Unknown,Unknown,--CP|,0001|,TRUE,-EBT|--BT|,0005|0005|,NA,NA,42.69497237100,-72.44688868700,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421450- Mill Brook (2),NA,"-1"
"3281","10646","3421450",Mill Brook,Stream_River,TRUE,42.69490610000,-72.43336400000,,"1979",Unknown,Unknown,--BB|-BND|--WS|,0020|0018|0006|,TRUE,-EBT|--BT|,0007|0006|,NA,NA,42.69497237100,-72.44688868700,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421450- Mill Brook (2),NA,"-1"
"3282","10647","3421450",Mill Brook,Stream_River,TRUE,42.69483690000,-72.44720590000,,"1979",Unknown,Unknown,--AE|--BB|-BND|--WS|,0001|0013|0040|0004|,TRUE,-EBT|--BT|,0001|0011|,NA,NA,42.71998197500,-72.44538271400,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421450- Mill Brook (2),NA,"-1"
"3283","10648","3421450",Mill Brook,Stream_River,TRUE,42.69483690000,-72.44720590000,,"1983",Unknown,Unknown,--AE|--BB|-BND|--WS|,0001|0004|0055|0010|,TRUE,-EBT|--BT|,0021|0022|,NA,NA,42.57165971100,-72.46389717100,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421450- Mill Brook (2),NA,"-1"
"3284","10649","3421525",Pauchaug Brook,Stream_River,TRUE,42.71996790000,-72.44561900000,,"1979",Unknown,Unknown,--AE|-BND|-LND|---P|,0002|0089|0018|0006|,TRUE,-EBT|--BT|,0004|0001|,NA,NA,42.57165971100,-72.46389717100,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421525- Pauchaug Br,NA,"-1"
"3285","10650","3522175",Lyons Brook,Stream_River,TRUE,42.57169550000,-72.46429870000,,"1982",Unknown,Unknown,None,NA,TRUE,-EBT|--BT|,0014|0042|,NA,NA,42.57165971100,-72.46389717100,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522175- Lyons Br,NA,"-1"
"3286","10651","3522175",Lyons Brook,Stream_River,TRUE,42.57169550000,-72.46429870000,,"1983",Unknown,Unknown,--BB|,0001|,TRUE,-EBT|--BT|,0065|0034|,NA,NA,42.57165971100,-72.46389717100,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522175- Lyons Br,NA,"-1"
"3287","10652","3522175",Lyons Brook,Stream_River,TRUE,42.57169550000,-72.46429870000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|--BT|,0009|0005|,NA,NA,42.58134624900,-72.43788347600,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522175- Lyons Br,NA,"-1"
"3288","10653","3522175",Lyons Brook,Stream_River,TRUE,42.57169550000,-72.46429870000,,"1986",Unknown,Unknown,---P|,0009|,TRUE,-EBT|--BT|,0069|0020|,NA,NA,42.58134624900,-72.43788347600,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522175- Lyons Br,NA,"-1"
"3289","10654","3522225",Mormon Hollow Brook,Stream_River,TRUE,42.58127240000,-72.43829730000,,"1982",Unknown,Unknown,--BB|,0001|,TRUE,-EBT|--BT|,0010|0002|,NA,NA,42.58134624900,-72.43788347600,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522225- Mormon Hollow Br,NA,"-1"
"3290","10655","3522225",Mormon Hollow Brook,Stream_River,TRUE,42.58127240000,-72.43829730000,,"1983",Unknown,Unknown,--AE|,0002|,TRUE,-EBT|--BT|--AS|,0030|0006|0006|,NA,NA,42.58134624900,-72.43788347600,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522225- Mormon Hollow Br,NA,"-1"
"3291","10656","3522225",Mormon Hollow Brook,Stream_River,TRUE,42.58127240000,-72.43829730000,,"1983",Unknown,Unknown,--BB|--CP|,0001|0003|,TRUE,-EBT|--BT|,0029|0048|,NA,NA,42.61966219300,-72.39298431900,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522225- Mormon Hollow Br,NA,"-1"
"3292","10657","3522225",Mormon Hollow Brook,Stream_River,TRUE,42.58127240000,-72.43829730000,,"1984",Unknown,Unknown,--BB|---P|,0004|0001|,TRUE,-EBT|--BT|,0007|0002|,NA,NA,42.61966219300,-72.39298431900,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522225- Mormon Hollow Br,NA,"-1"
"3293","10658","3522375",Keyup Brook,Stream_River,TRUE,42.61974090000,-72.39356140000,,"1982",Unknown,Unknown,None,NA,TRUE,-EBT|,0041|,NA,NA,42.61966219300,-72.39298431900,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522375- Keyup Br,NA,"-1"
"3294","10659","3522375",Keyup Brook,Stream_River,TRUE,42.61974090000,-72.39356140000,,"1983",Unknown,Unknown,-BND|--WS|,0011|0001|,TRUE,-EBT|,0182|,NA,NA,42.61095248000,-72.39991105400,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522375- Keyup Br,NA,"-1"
"3295","10660","3522375",Keyup Brook,Stream_River,TRUE,42.61974090000,-72.39356140000,,"1985",Unknown,Unknown,--WS|,0002|,TRUE,-EBT|,0039|,NA,NA,42.60671067500,-72.39945422300,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522375- Keyup Br,NA,"-1"
"3296","10661","3522375",Keyup Brook,Stream_River,TRUE,42.61110080000,-72.40038000000,,"1985",Unknown,Unknown,--AE|-BND|-LND|--WS|,0001|0077|0021|0006|,TRUE,-EBT|--BT|,0010|0007|,NA,NA,42.61495165800,-72.40169777300,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522375- Keyup Br,NA,"-1"
"3297","10663","3522400",Jacks Brook,Stream_River,TRUE,42.61478860000,-72.40234360000,,"1982",Unknown,Unknown,-BND|--WS|,0040|0010|,TRUE,-EBT|,0062|,NA,NA,42.61446026900,-72.40073334800,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522400- Jacks Br,NA,"-1"
"3298","10664","3522400",Jacks Brook,Stream_River,TRUE,42.61478860000,-72.40234360000,,"1985",Unknown,Unknown,--AE|-BND|--WS|,0001|0101|0021|,TRUE,-EBT|,0117|,NA,NA,42.59035242800,-72.37148554700,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522400- Jacks Br,NA,"-1"
"3299","10665","3522400",Jacks Brook,Stream_River,TRUE,42.61392760000,-72.40126910000,,"1984",Unknown,Unknown,-BND|--WS|,0037|0012|,TRUE,-EBT|,0047|,NA,NA,42.59035242800,-72.37148554700,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522400- Jacks Br,NA,"-1"
"3300","10667","3522425",Osgood Brook,Stream_River,TRUE,42.59050730000,-72.37170320000,,"1983",Unknown,Unknown,---P|,0001|,TRUE,-EBT|--BT|,0002|0004|,NA,NA,42.56113232400,-72.36140849500,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522425- Osgood Br,NA,"-1"
"3301","10668","3522425",Osgood Brook,Stream_River,TRUE,42.59050730000,-72.37170320000,,"1985",Unknown,Unknown,---P|,0004|,TRUE,-EBT|--BT|,0003|0067|,NA,NA,42.57923045000,-72.35677509600,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522425- Osgood Br,NA,"-1"
"3302","10669","3522450",Whetstone Brook,Stream_River,TRUE,42.56126280000,-72.36180630000,,"1982",Unknown,Unknown,None,NA,TRUE,-EBT|,0005|,NA,NA,42.61363312000,-72.35388032400,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522450- Whetstone Br,NA,"-1"
"3303","10670","3522450",Whetstone Brook,Stream_River,TRUE,42.57931210000,-72.35770000000,,"1982",Unknown,Unknown,--AE|,0001|,TRUE,-EBT|--BT|,0005|0007|,NA,NA,42.60823975100,-72.35902361600,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522450- Whetstone Br,NA,"-1"
"3305","10673","3522475",Moss Brook,Stream_River,TRUE,42.60827970000,-72.35929180000,,"1985",Unknown,Unknown,-BND|---F|--WS|,0011|0001|0001|,TRUE,-EBT|--BT|,0001|0002|,NA,NA,42.59965194700,-72.34027663600,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522475- Moss Br,NA,"-1"
"3307","10678","3522850",Ellinwood Brook,Stream_River,TRUE,42.54963170000,-72.24178870000,,"1985",Unknown,Unknown,--CP|---F|--WS|,0001|0005|0004|,TRUE,-EBT|,0009|,NA,NA,42.53803338500,-72.24857134400,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522850- Ellinwood Br,NA,"-1"
"3308","10679","3522850",Ellinwood Brook,Stream_River,TRUE,42.54963170000,-72.24178870000,,"1987",Unknown,Unknown,-LMB|--WS|--YP|,0020|0019|0025|,TRUE,-EBT|,0021|,NA,NA,42.53803338500,-72.24857134400,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522850- Ellinwood Br,NA,"-1"
"3309","10680","3522900",Riceville Brook,Stream_River,TRUE,42.53807260000,-72.24846030000,,"1981",Unknown,Unknown,-BND|-LMB|---P|--WS|--YP|,0055|0003|0003|0038|0006|,TRUE,-EBT|,0013|,NA,NA,42.53284753900,-72.21233155800,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522900- Riceville Br,NA,"-1"
"3310","10681","3522900",Riceville Brook,Stream_River,TRUE,42.53807260000,-72.24846030000,,"1985",Unknown,Unknown,---B|-BND|---P|--WS|--YP|,0005|0021|0004|0007|0001|,TRUE,-EBT|,0008|,NA,NA,42.62120960400,-72.27393133300,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522900- Riceville Br,NA,"-1"
"3311","10683","3523025",West Brook (2),Stream_River,TRUE,42.62095030000,-72.27412650000,,"1982",Unknown,Unknown,--BB|-BND|--CS|---F|--TD|--WS|,0001|0142|0010|0022|0007|0007|,TRUE,-EBT|,0009|,NA,NA,42.61033093900,-72.27087098100,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523025- West Br (2),NA,"-1"
"3312","10684","3523025",West Brook (2),Stream_River,TRUE,42.62095030000,-72.27412650000,,"1985",Unknown,Unknown,--AE|-BND|--CS|---F|--TD|--WS|,0001|0108|0003|0008|0009|0019|,TRUE,-EBT|,0028|,NA,NA,42.57946784600,-72.26071538700,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523025- West Br (2),NA,"-1"
"3313","10685","3523025",West Brook (2),Stream_River,TRUE,42.61024300000,-72.27132450000,,"1987",Unknown,Unknown,--AE|--BB|-BND|-CRC|--CS|---F|--TD|--WS|,0001|0003|0108|0002|0045|0085|0023|0103|,TRUE,-EBT|,0007|,NA,NA,42.61278408900,-72.24241132600,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523025- West Br (2),NA,"-1"
"3314","10691","3523175",West Branch Tully River,Stream_River,TRUE,42.61421290000,-72.24339540000,,"1981",Unknown,Unknown,--AE|-BND|--CP|---F|-LMB|-LND|--TD|--WS|,0002|0005|0002|0026|0001|0035|0009|0005|,TRUE,-EBT|--BT|,0001|0003|,NA,NA,42.66904224000,-72.26739263000,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523175- Tully R (WB),NA,"-1"
"3315","10692","3523175",West Branch Tully River,Stream_River,TRUE,42.61421290000,-72.24339540000,,"1983",Unknown,Unknown,--AE|--BB|-BND|--CP|--CS|---F|-LMB|-LND|--TD|--WS|--YB|,0006|0001|0010|0003|0002|0023|0004|0052|0014|0004|0001|,TRUE,-EBT|--BT|,0006|0002|,NA,NA,42.66904224000,-72.26739263000,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523175- Tully R (WB),NA,"-1"
"3316","10693","3523225",Fish Brook,Stream_River,TRUE,42.66913490000,-72.26769990000,,"1981",Unknown,Unknown,-BND|-LND|--TD|--WS|,0010|0003|0001|0005|,TRUE,-EBT|,0011|,NA,NA,42.69165545000,-72.28735427000,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523225- Fish Br,NA,"-1"
"3317","10694","3523225",Fish Brook,Stream_River,TRUE,42.66913490000,-72.26769990000,,"1983",Unknown,Unknown,-BND|-LND|,0022|0037|,TRUE,-EBT|,0049|,NA,NA,42.66904224000,-72.26739263000,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523225- Fish Br,NA,"-1"
"3318","10695","3523250",Tully Brook (1),Stream_River,TRUE,42.69171190000,-72.28785260000,,"1980",Unknown,Unknown,-BND|,0121|,TRUE,-EBT|--SC|,0034|0013|,NA,NA,42.69184031000,-72.28747930000,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523250- Tully Br,NA,"-1"
"3319","10699","3523275",East Branch Tully River,Stream_River,TRUE,42.69095100000,-72.22503800000,,"1980",Unknown,Unknown,--BB|-CCS|--CP|--GS|--WS | Unk_Minnow|,0008|0002|0005|0036|0008 |    1|,TRUE,-EBT|--BT|,0003|0001|,NA,NA,42.69095372000,-72.22461560000,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523275- Tully R (EB),NA,"-1"
"3321","10703","3523290",UNT to East Branch Tully River (2),Stream_River,TRUE,42.69245900000,-72.22500700000,,"1980",Unknown,Unknown,--WS|,0001|,TRUE,-EBT|,0016|,NA,NA,42.68309701200,-72.17220335100,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523290- UNT to E Branch Tully River,NA,"-1"
"3324","10711","3523400",Boyce Brook,Stream_River,TRUE,42.69785380000,-72.21215660000,,"1980",Unknown,Unknown,--BB|,0002|,TRUE,-EBT|,0038|,NA,NA,42.68446091700,-72.21167478000,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523400- Boyce Br,NA,"-1"
"3325","10712","3523400",Boyce Brook,Stream_River,TRUE,42.69785380000,-72.21215660000,,"1986",Unknown,Unknown,None,NA,TRUE,-EBT|,0055|,NA,NA,42.68446091700,-72.21167478000,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523400- Boyce Br,NA,"-1"
"3326","10713","3523400",Boyce Brook,Stream_River,TRUE,42.68456450000,-72.21210820000,,"1980",Unknown,Unknown,--WS|,0037|,TRUE,-EBT|,0027|,NA,NA,42.71536375900,-72.23271588000,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523400- Boyce Br,NA,"-1"
"3327","10714","3523400",Boyce Brook,Stream_River,TRUE,42.68456450000,-72.21210820000,,"1983",Unknown,Unknown,--BB|--CP|--GS|--WS|,0021|0001|0001|0144|,TRUE,-EBT|,0385|,NA,NA,42.71536375900,-72.23271588000,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523400- Boyce Br,NA,"-1"
"3328","10716","3523425",Tully Brook (2),Stream_River,TRUE,42.71543620000,-72.23305510000,,"1986",Unknown,Unknown,--BB|--YP|,0010|0011|,TRUE,-EBT|,0009|,NA,NA,42.60412236300,-72.12451891800,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523425- Tully Brook,NA,"-1"
"3331","10720","3523875",Norcross Hill Brook,Stream_River,TRUE,42.60856780000,-72.09891970000,,"1984",Unknown,Unknown,-BND|-LMB|,0003|0003|,TRUE,-EBT|,0024|,NA,NA,42.60167799300,-72.01472698700,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523875- Norcross Hill Br,NA,"-1"
"3332","10721","3523875",Norcross Hill Brook,Stream_River,TRUE,42.60856780000,-72.09891970000,,"1987",Unknown,Unknown,-BND|--BS|,0051|0001|,TRUE,-EBT|,0053|,NA,NA,42.55014981100,-72.00067016500,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3523875- Norcross Hill Br,NA,"-1"
"3336","10752","3625525",Vinica Brook,Stream_River,TRUE,42.06549820000,-72.28512650000,,"1986",Unknown,Unknown,--BB|-BND|--WS|,0001|0089|0003|,TRUE,-EBT|--BT|,0023|0003|,NA,NA,42.07252346800,-72.28977633200,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625525- Vinica Brk,NA,"-1"
"3337","10753","3625525",Vinica Brook,Stream_River,TRUE,42.07082880000,-72.28683710000,,"1986",Unknown,Unknown,-BND|--WS|,0046|0021|,TRUE,-EBT|--BT|,0062|0006|,NA,NA,42.07501960500,-72.29610790500,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625525- Vinica Brk,NA,"-1"
"3338","10754","3625525",Vinica Brook,Stream_River,TRUE,42.07252346800,-72.28977633200,,"1986",Unknown,Unknown,-BND|--CP|--CS|---P|,0018|0002|0002|0001|,TRUE,-EBT|--BT|,0004|0001|,NA,NA,42.07693237600,-72.29776687300,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625525- Vinica Brk,NA,"-1"
"3340","10757","3625520",UNT to Vinica Brook,Stream_River,TRUE,42.06477130000,-72.29072130000,,"1986",Unknown,Unknown,-BND|,0016|,TRUE,-EBT|,0042|,NA,NA,42.11441794200,-72.26049922200,"1986",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625520- UNT Vinica Br,NA,"-1"
"3341","10758","3625520",UNT to Vinica Brook,Stream_River,TRUE,42.06864000000,-72.28826800000,,"1986",Unknown,Unknown,-BND|,0043|,TRUE,-EBT|,0065|,NA,NA,42.13330154800,-72.26089640000,"1986",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625520- UNT Vinica Br,NA,"-1"
"3342","10759","3625550",Foskett Mill Stream,Stream_River,TRUE,42.11441510000,-72.26045910000,,"1979",Unknown,Unknown,-BND|---P|,0002|0009|,TRUE,-EBT|--BT|--SC|,0046|0001|0020|,NA,NA,42.13330154800,-72.26089640000,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625550- Foskett Mill Stream,NA,"-1"
